datacasetype|childid|childdesc|parentid|parentdesc|answer|c_depth
0|275089008|(removed)|265692007|(removed)|true|8
0|367831000|(removed)|82756004|(removed)|true|8
0|735503004|(removed)|737247007|(removed)|true|6
0|8673009|(removed)|56783008|(removed)|true|5
0|57296000|(removed)|289749007|(removed)|true|5
0|826978004|(removed)|109889007|(removed)|true|8
0|1259427002|(removed)|94111002|(removed)|true|6
0|774380002|(removed)|411485003|(removed)|true|6
0|469566004|(removed)|706167001|(removed)|true|4
0|184239006|(removed)|307895001|(removed)|true|5
0|17800008|(removed)|35029001|(removed)|true|9
0|251352006|(removed)|366667001|(removed)|true|6
0|195340002|(removed)|15972701000119106|(removed)|true|5
0|293974008|(removed)|293962009|(removed)|true|6
0|702150006|(removed)|707728009|(removed)|true|4
0|142915006|(removed)|143723007|(removed)|true|11
0|440263005|(removed)|47304000|(removed)|true|11
0|124626009|(removed)|129456006|(removed)|true|6
0|180695002|(removed)|260986001|(removed)|true|9
0|449478006|(removed)|448223008|(removed)|true|10
0|764692009|(removed)|480621000119104|(removed)|true|6
0|259181000|(removed)|1149501006|(removed)|true|7
0|737327002|(removed)|49698005|(removed)|true|5
0|405168008|(removed)|406205008|(removed)|true|7
0|225090002|(removed)|43496005|(removed)|true|7
0|391950002|(removed)|391946009|(removed)|true|12
0|40782004|(removed)|371409005|(removed)|true|5
0|21919007|(removed)|9680003|(removed)|true|4
0|1264295003|(removed)|243393004|(removed)|true|7
0|431477001|(removed)|433039006|(removed)|true|8
0|276845001|(removed)|225299006|(removed)|true|3
0|768782004|(removed)|440131009|(removed)|true|4
0|54944003|(removed)|80334009|(removed)|true|8
0|1304006007|(removed)|870423007|(removed)|true|4
0|1264501003|(removed)|254917006|(removed)|true|6
0|838461003|(removed)|767841007|(removed)|true|9
0|254402004|(removed)|187614004|(removed)|true|8
0|39871006|(removed)|427896006|(removed)|true|6
0|64786000|(removed)|10453005|(removed)|true|6
0|309386006|(removed)|304292004|(removed)|true|7
0|403715005|(removed)|403710000|(removed)|true|6
0|233037005|(removed)|112695004|(removed)|true|5
0|1263653008|(removed)|423708008|(removed)|true|7
0|771278006|(removed)|767314005|(removed)|true|4
0|165055007|(removed)|271508001|(removed)|true|9
0|1290517009|(removed)|783631001|(removed)|true|10
0|712580000|(removed)|298494008|(removed)|true|5
0|1293008002|(removed)|32696007|(removed)|true|9
0|1080701000119109|(removed)|352321000119107|(removed)|true|6
0|431912005|(removed)|429962007|(removed)|true|6
0|239539008|(removed)|122464004|(removed)|true|6
0|17050002|(removed)|106321004|(removed)|true|6
0|7161007|(removed)|78036008|(removed)|true|7
0|1333951004|(removed)|1333949003|(removed)|true|10
0|25424007|(removed)|71642004|(removed)|true|4
0|223737009|(removed)|223736000|(removed)|true|6
0|251051007|(removed)|364086007|(removed)|true|6
0|1234862008|(removed)|63082002|(removed)|true|8
0|307211004|(removed)|1156538002|(removed)|true|4
0|1279962004|(removed)|1281794006|(removed)|true|5
0|68504005|(removed)|363070008|(removed)|true|5
0|59808009|(removed)|24898000|(removed)|true|11
0|24181002|(removed)|234532001|(removed)|true|4
0|1073061000119105|(removed)|1073221000119108|(removed)|true|8
0|773300008|(removed)|1263463009|(removed)|true|5
0|245301007|(removed)|245300008|(removed)|true|11
0|225721001|(removed)|409088002|(removed)|true|4
0|302154007|(removed)|111227009|(removed)|true|5
0|103679000|(removed)|41329004|(removed)|true|8
0|1240380002|(removed)|1193536002|(removed)|true|4
0|297923001|(removed)|297922006|(removed)|true|4
0|102638005|(removed)|62970001|(removed)|true|5
0|597008|(removed)|42558000|(removed)|true|8
0|176550001|(removed)|112696003|(removed)|true|5
0|85491003|(removed)|59027002|(removed)|true|5
0|234321000|(removed)|274940009|(removed)|true|6
0|1010431002|(removed)|55771003|(removed)|true|7
0|1004078006|(removed)|1004077001|(removed)|true|11
0|122400006|(removed)|104172004|(removed)|true|7
0|30061000175101|(removed)|1163224003|(removed)|true|5
0|307342006|(removed)|51624005|(removed)|true|8
0|30891005|(removed)|35714009|(removed)|true|5
0|37761009|(removed)|1336010009|(removed)|true|5
0|28666000|(removed)|71818000|(removed)|true|6
0|53464006|(removed)|279198004|(removed)|true|10
0|715414009|(removed)|363418001|(removed)|true|5
0|721529002|(removed)|282026002|(removed)|true|5
0|104873006|(removed)|122444009|(removed)|true|7
0|284493005|(removed)|284491007|(removed)|true|5
2|1003387003|(removed)|313130001|(removed)|false|7
2|1264223000|(removed)|88878007|(removed)|false|6
2|202747007|(removed)|400209005|(removed)|false|5
2|48116003|(removed)|301109008|(removed)|false|8
2|1193742000|(removed)|766779001|(removed)|false|8
2|240126009|(removed)|780018006|(removed)|false|5
2|293784001|(removed)|365774006|(removed)|false|5
2|42604000|(removed)|373434004|(removed)|false|8
2|42170009|(removed)|200061003|(removed)|false|5
2|720954000|(removed)|202379000|(removed)|false|5
2|735521001|(removed)|416098002|(removed)|false|4
2|274972007|(removed)|387967000|(removed)|false|5
2|41091000087107|(removed)|416113008|(removed)|false|8
2|3783004|(removed)|1179545004|(removed)|false|6
2|399897004|(removed)|32675000|(removed)|false|5
2|1296666005|(removed)|80791001|(removed)|false|10
2|428320004|(removed)|127068004|(removed)|false|7
2|714069005|(removed)|62378004|(removed)|false|5
2|306048007|(removed)|367643001|(removed)|false|10
2|85774003|(removed)|863903001|(removed)|false|11
2|424858003|(removed)|126819009|(removed)|false|4
2|60895007|(removed)|75787004|(removed)|false|8
2|364103000|(removed)|288058001|(removed)|false|6
2|368006000|(removed)|253422009|(removed)|false|10
2|1153529007|(removed)|787469003|(removed)|false|5
2|836306003|(removed)|372650007|(removed)|false|6
2|55685001|(removed)|364665006|(removed)|false|6
2|57528006|(removed)|66360006|(removed)|false|5
2|830121005|(removed)|242651001|(removed)|false|3
2|391361001|(removed)|308345005|(removed)|false|8
2|46717007|(removed)|265437009|(removed)|false|7
2|59005006|(removed)|47896000|(removed)|false|9
2|1148595001|(removed)|70076002|(removed)|false|6
2|287865008|(removed)|68101005|(removed)|false|6
2|786145004|(removed)|82581004|(removed)|false|6
2|1237118005|(removed)|283734005|(removed)|false|5
2|242458001|(removed)|15504009|(removed)|false|7
2|35247001|(removed)|21533003|(removed)|false|5
2|1269083008|(removed)|51837005|(removed)|false|3
2|438321000124103|(removed)|14499004|(removed)|false|7
2|734020000|(removed)|767314005|(removed)|false|6
2|433597002|(removed)|250865004|(removed)|false|6
2|124284001|(removed)|118940003|(removed)|false|7
2|1172651002|(removed)|270490007|(removed)|false|6
2|733037000|(removed)|216691009|(removed)|false|6
2|52157008|(removed)|125701000119100|(removed)|false|6
2|402778009|(removed)|414649007|(removed)|false|6
2|715714005|(removed)|279393000|(removed)|false|4
2|26791000181103|(removed)|386076002|(removed)|false|9
2|279877002|(removed)|766896007|(removed)|false|9
2|707662004|(removed)|306492003|(removed)|false|8
2|1179815006|(removed)|276985008|(removed)|false|10
2|773438008|(removed)|94972002|(removed)|false|6
2|200925005|(removed)|404829009|(removed)|false|4
2|113195006|(removed)|442007007|(removed)|false|9
2|91101005|(removed)|779867006|(removed)|false|3
2|114996000|(removed)|414355008|(removed)|false|11
2|443037006|(removed)|373572006|(removed)|false|7
2|288940009|(removed)|74889000|(removed)|false|7
2|369513003|(removed)|107437001|(removed)|false|8
2|210630002|(removed)|13525006|(removed)|false|7
2|402997002|(removed)|778219004|(removed)|false|4
2|770833009|(removed)|299697002|(removed)|false|11
2|289873006|(removed)|406760002|(removed)|false|8
2|440362002|(removed)|394906002|(removed)|false|3
2|789066008|(removed)|94304008|(removed)|false|4
2|260337008|(removed)|430509005|(removed)|false|5
2|16129004|(removed)|1343489000|(removed)|false|8
2|258763004|(removed)|428859000|(removed)|false|5
2|92097004|(removed)|768626007|(removed)|false|6
2|441298002|(removed)|36682004|(removed)|false|9
2|732246009|(removed)|41433005|(removed)|false|5
2|243292007|(removed)|93052002|(removed)|false|8
2|1097401000112108|(removed)|860614004|(removed)|false|6
2|428282007|(removed)|106147001|(removed)|false|4
2|63915006|(removed)|1263703008|(removed)|false|4
2|30717004|(removed)|312218008|(removed)|false|8
2|723177002|(removed)|20771003|(removed)|false|4
2|3164000|(removed)|719628000|(removed)|false|6
2|411842004|(removed)|706835002|(removed)|false|6
2|131019001|(removed)|387681000|(removed)|false|7
2|20341008|(removed)|274453002|(removed)|false|5
2|1197155007|(removed)|422478000|(removed)|false|5
2|93019008|(removed)|871498004|(removed)|false|4
2|1137554004|(removed)|416550000|(removed)|false|7
2|202753007|(removed)|312850006|(removed)|false|7
2|94170009|(removed)|4421005|(removed)|false|8
2|86884000|(removed)|89671007|(removed)|false|7
2|209397007|(removed)|439120008|(removed)|false|6
2|4925006|(removed)|106429001|(removed)|false|6
2|64217002|(removed)|22006008|(removed)|false|4
2|445857008|(removed)|404976004|(removed)|false|3
2|1263987001|(removed)|363688001|(removed)|false|5
2|398613008|(removed)|363070008|(removed)|false|11
2|1003906000|(removed)|237385002|(removed)|false|8
2|1010230003|(removed)|871837004|(removed)|false|7
2|737144005|(removed)|116316008|(removed)|false|6
2|51698000|(removed)|417915009|(removed)|false|9
2|292921008|(removed)|54247002|(removed)|false|4
2|296557005|(removed)|300850006|(removed)|false|7
2|437858004|(removed)|49416000|(removed)|false|4
2|90948003|(removed)|365694007|(removed)|false|5
2|1179784006|(removed)|118228005|(removed)|false|6
2|723689001|(removed)|359812000|(removed)|false|8
2|86758001|(removed)|312524003|(removed)|false|6
2|91967007|(removed)|87628006|(removed)|false|6
2|386234001|(removed)|304015005|(removed)|false|3
2|159153007|(removed)|425126002|(removed)|false|6
2|720496006|(removed)|109030001|(removed)|false|5
2|308022009|(removed)|449366008|(removed)|false|7
2|16615741000119105|(removed)|24813008|(removed)|false|6
2|237103001|(removed)|106478006|(removed)|false|8
2|772169008|(removed)|386053000|(removed)|false|5
2|724953000|(removed)|706276003|(removed)|false|5
2|226089003|(removed)|303769008|(removed)|false|8
2|31222007|(removed)|128994009|(removed)|false|6
2|316621000119106|(removed)|3360004|(removed)|false|5
2|1197326008|(removed)|364712009|(removed)|false|6
2|31412003|(removed)|372842000|(removed)|false|5
2|198941007|(removed)|771270004|(removed)|false|5
2|403435005|(removed)|44468009|(removed)|false|4
2|368368007|(removed)|396150002|(removed)|false|11
2|13185000|(removed)|57219006|(removed)|false|5
2|239354001|(removed)|213346004|(removed)|false|6
2|236374007|(removed)|365249007|(removed)|false|5
2|410772005|(removed)|1003364006|(removed)|false|5
2|775776000|(removed)|360030002|(removed)|false|7
2|211336009|(removed)|266987004|(removed)|false|6
2|276784004|(removed)|245666007|(removed)|false|10
2|257549005|(removed)|404485005|(removed)|false|3
2|1231704002|(removed)|775934002|(removed)|false|5
2|191957001|(removed)|309222007|(removed)|false|6
2|1217121001|(removed)|16157006|(removed)|false|7
2|1156893001|(removed)|13861005|(removed)|false|5
2|766589000|(removed)|226351000|(removed)|false|6
2|122172008|(removed)|88878007|(removed)|false|9
2|77028001|(removed)|706167001|(removed)|false|5
2|2009000|(removed)|71721008|(removed)|false|9
2|785264005|(removed)|63629005|(removed)|false|6
2|470692009|(removed)|442514001|(removed)|false|6
2|11782001000119109|(removed)|1003428009|(removed)|false|6
2|1162799008|(removed)|41774009|(removed)|false|5
2|416662009|(removed)|8833001|(removed)|false|3
2|48800003|(removed)|35455006|(removed)|false|11
2|115326008|(removed)|60926001|(removed)|false|8
2|444821009|(removed)|410720000|(removed)|false|6
2|172205000|(removed)|108188006|(removed)|false|7
2|15970021000119103|(removed)|37900004|(removed)|false|7
2|609125008|(removed)|699602007|(removed)|false|7
2|245251000|(removed)|399054005|(removed)|false|7
2|64507008|(removed)|30885008|(removed)|false|4
2|769243009|(removed)|34444003|(removed)|false|4
2|169063004|(removed)|304319005|(removed)|false|4
2|16216331000119107|(removed)|365049000|(removed)|false|3
2|30939006|(removed)|297194001|(removed)|false|9
2|1263931009|(removed)|3153003|(removed)|false|4
2|13547006|(removed)|778436005|(removed)|false|6
2|283499002|(removed)|805002|(removed)|false|6
2|420361003|(removed)|254290004|(removed)|false|8
2|313641000119108|(removed)|224083004|(removed)|false|7
2|372580007|(removed)|422697005|(removed)|false|4
2|10511006|(removed)|33156000|(removed)|false|6
2|240897005|(removed)|272634000|(removed)|false|7
2|41188003|(removed)|119270007|(removed)|false|5
2|46262005|(removed)|360030002|(removed)|false|5
2|310415002|(removed)|290860004|(removed)|false|7
2|440530004|(removed)|779167009|(removed)|false|5
2|2301009|(removed)|241686001|(removed)|false|5
2|16034031000119103|(removed)|123874004|(removed)|false|6
2|280534006|(removed)|226259001|(removed)|false|7
2|1290011002|(removed)|609415007|(removed)|false|6
2|866511000000105|(removed)|277484006|(removed)|false|6
2|423004003|(removed)|274100004|(removed)|false|9
2|440991005|(removed)|707728009|(removed)|false|5
2|84847000|(removed)|333847008|(removed)|false|6
2|291952006|(removed)|30904006|(removed)|false|6
2|438621000124107|(removed)|387891008|(removed)|false|6
2|708166000|(removed)|262939007|(removed)|false|4
2|8021000146108|(removed)|775870003|(removed)|false|7
2|370404005|(removed)|240172008|(removed)|false|7
2|702841007|(removed)|61593002|(removed)|false|6
2|209640003|(removed)|371238005|(removed)|false|5
2|168271003|(removed)|306955007|(removed)|false|6
2|730289001|(removed)|90708001|(removed)|false|10
2|701726000|(removed)|398342009|(removed)|false|5
2|122321000119101|(removed)|90720009|(removed)|false|6
2|411661000119104|(removed)|116224001|(removed)|false|9
2|450806004|(removed)|5880005|(removed)|false|9
2|1092301000119108|(removed)|723389009|(removed)|false|6
2|82948008|(removed)|367643001|(removed)|false|5
2|173790006|(removed)|60143002|(removed)|false|5
2|11928007|(removed)|411537002|(removed)|false|6
2|541281000124109|(removed)|88097006|(removed)|false|10
2|224866009|(removed)|86406008|(removed)|false|8
2|386016006|(removed)|8992008|(removed)|false|9
2|17701000119108|(removed)|14560005|(removed)|false|5
2|781776000|(removed)|4365001|(removed)|false|6
2|20391007|(removed)|399608002|(removed)|false|3
2|12206471000119104|(removed)|263058005|(removed)|false|6
2|441516001|(removed)|736327007|(removed)|false|8
2|255615007|(removed)|122451000|(removed)|false|6
2|170595000|(removed)|313789002|(removed)|false|8
2|31764008|(removed)|112790001|(removed)|false|8
2|40902008|(removed)|1295271002|(removed)|false|9
2|177869008|(removed)|73176003|(removed)|false|8
2|735582006|(removed)|56441002|(removed)|false|4
2|1284918001|(removed)|65971000052100|(removed)|false|4
2|206529002|(removed)|125657004|(removed)|false|5
2|411768001|(removed)|297635004|(removed)|false|5
2|262374000|(removed)|3265006|(removed)|false|8
2|724906003|(removed)|398572002|(removed)|false|5
2|425070009|(removed)|412731001|(removed)|false|7
2|780067008|(removed)|363973008|(removed)|false|5
2|1085601000119105|(removed)|275064002|(removed)|false|6
2|401847004|(removed)|126926005|(removed)|false|10
2|1088441000119101|(removed)|244938009|(removed)|false|6
2|1268847008|(removed)|296321004|(removed)|false|6
2|1137674000|(removed)|74036000|(removed)|false|4
2|298974006|(removed)|277410009|(removed)|false|7
2|348375002|(removed)|1162478006|(removed)|false|6
2|29799003|(removed)|309967005|(removed)|false|6
2|1285674001|(removed)|304352004|(removed)|false|6
2|111247001|(removed)|768623004|(removed)|false|4
2|890137002|(removed)|52799000|(removed)|false|6
2|735425008|(removed)|406896005|(removed)|false|4
2|181568007|(removed)|398588002|(removed)|false|11
2|181962002|(removed)|14760008|(removed)|false|12
2|699936004|(removed)|416471007|(removed)|false|9
2|709983004|(removed)|3980006|(removed)|false|5
2|94581003|(removed)|390800000|(removed)|false|7
2|1237479000|(removed)|417470001|(removed)|false|8
2|1179233009|(removed)|770703006|(removed)|false|8
2|126764002|(removed)|81012005|(removed)|false|6
2|34227000|(removed)|371554009|(removed)|false|6
2|217194008|(removed)|68793005|(removed)|false|10
2|718845002|(removed)|71642004|(removed)|false|5
2|63275006|(removed)|25348004|(removed)|false|6
2|283510002|(removed)|125661005|(removed)|false|7
2|105113007|(removed)|128482007|(removed)|false|7
2|15668961000119104|(removed)|49710005|(removed)|false|6
2|1343587000|(removed)|90068007|(removed)|false|6
2|241762008|(removed)|762580003|(removed)|false|5
2|277804000|(removed)|254829001|(removed)|false|5
2|103631007|(removed)|130090009|(removed)|false|5
2|1236821000|(removed)|77248004|(removed)|false|5
2|403662008|(removed)|49897003|(removed)|false|5
2|250853003|(removed)|8181006|(removed)|false|7
2|283413002|(removed)|450671005|(removed)|false|6
2|416940007|(removed)|258604001|(removed)|false|3
2|174333001|(removed)|106562006|(removed)|false|5
2|70069007|(removed)|224958001|(removed)|false|7
2|72577009|(removed)|12676007|(removed)|false|7
2|387223008|(removed)|785875003|(removed)|false|5
2|10769002|(removed)|127916009|(removed)|false|8
2|295876006|(removed)|28150003|(removed)|false|7
2|1091791000119107|(removed)|65551008|(removed)|false|7
2|208167001|(removed)|103718005|(removed)|false|12
2|64317004|(removed)|39367000|(removed)|false|11
2|16037431000119102|(removed)|304367000|(removed)|false|7
2|42424006|(removed)|2712006|(removed)|false|8
2|34151000087104|(removed)|88815003|(removed)|false|3
2|477402151000119107|(removed)|276799004|(removed)|false|7
2|19137006|(removed)|366683001|(removed)|false|8
2|303493002|(removed)|12456005|(removed)|false|8
2|77710005|(removed)|290015004|(removed)|false|5
2|779204009|(removed)|281743006|(removed)|false|6
2|720790001|(removed)|127296001|(removed)|false|12
2|768169003|(removed)|777309005|(removed)|false|6
2|1087051000119109|(removed)|11164009|(removed)|false|6
2|49841001|(removed)|779194008|(removed)|false|8
2|1263929000|(removed)|70258002|(removed)|false|5
2|286963007|(removed)|445536008|(removed)|false|5
2|16992002|(removed)|265952007|(removed)|false|4
2|783024004|(removed)|75117001|(removed)|false|6
2|301428006|(removed)|41503000|(removed)|false|6
2|16703601000119109|(removed)|38350001|(removed)|false|4
2|727618003|(removed)|80354005|(removed)|false|11
2|368099000|(removed)|177853001|(removed)|false|9
2|445409008|(removed)|218016007|(removed)|false|6
2|450722007|(removed)|787003008|(removed)|false|8
2|947256671000119109|(removed)|416098002|(removed)|false|5
2|402713007|(removed)|62914000|(removed)|false|5
2|130204002|(removed)|240873001|(removed)|false|5
2|381521000119102|(removed)|768340001|(removed)|false|5
2|468136005|(removed)|74040009|(removed)|false|4
2|425836007|(removed)|763760008|(removed)|false|10
2|80908008|(removed)|308918001|(removed)|false|5
2|402144007|(removed)|266987004|(removed)|false|5
2|370084000|(removed)|703646006|(removed)|false|7
2|448763008|(removed)|258160008|(removed)|false|5
2|338486003|(removed)|459088006|(removed)|false|7
2|251832002|(removed)|303477006|(removed)|false|4
2|462297003|(removed)|411536006|(removed)|false|6
2|8246000|(removed)|17784009|(removed)|false|8
2|241612008|(removed)|128599005|(removed)|false|5
2|305783007|(removed)|181164000|(removed)|false|8
2|121938002|(removed)|448216007|(removed)|false|7
2|771000119108|(removed)|768009002|(removed)|false|6
2|56657006|(removed)|311507007|(removed)|false|4
2|772553009|(removed)|387847008|(removed)|false|5
2|370147004|(removed)|397793000|(removed)|false|6
2|128130001|(removed)|371347004|(removed)|false|4
2|445559002|(removed)|252868009|(removed)|false|8
2|15714321000119109|(removed)|10521003|(removed)|false|7
2|32457005|(removed)|21533003|(removed)|false|4
2|779551005|(removed)|416098002|(removed)|false|5
2|609556008|(removed)|212074009|(removed)|false|8
2|8613002|(removed)|417163006|(removed)|false|7
2|94658009|(removed)|281213008|(removed)|false|6
2|318891000119108|(removed)|383931000119106|(removed)|false|6
2|408645001|(removed)|242545004|(removed)|false|8
2|236548002|(removed)|9418005|(removed)|false|6
2|761916006|(removed)|609637006|(removed)|false|11
2|240793000|(removed)|43478001|(removed)|false|6
2|62231003|(removed)|333164008|(removed)|false|11
2|363658005|(removed)|301933003|(removed)|false|11
2|466314005|(removed)|308257004|(removed)|false|7
2|74061002|(removed)|311399004|(removed)|false|10
2|449144008|(removed)|36352003|(removed)|false|5
2|699886009|(removed)|818981001|(removed)|false|8
2|430724004|(removed)|226118002|(removed)|false|4
2|730877008|(removed)|253417009|(removed)|false|9
2|343251000119100|(removed)|360397009|(removed)|false|7
2|77362009|(removed)|95070001|(removed)|false|6
2|305807004|(removed)|2511000087109|(removed)|false|6
2|194281003|(removed)|108622005|(removed)|false|6
2|442106000|(removed)|209463004|(removed)|false|11
2|704562002|(removed)|432273003|(removed)|false|5
2|278756003|(removed)|372720008|(removed)|false|10
2|130761006|(removed)|313424005|(removed)|false|5
2|22151000087106|(removed)|224773006|(removed)|false|4
2|391929006|(removed)|88878007|(removed)|false|6
2|299674000|(removed)|706160004|(removed)|false|4
2|15952661000119101|(removed)|365774006|(removed)|false|8
2|773254008|(removed)|114046004|(removed)|false|5
2|50039001|(removed)|104465009|(removed)|false|8
2|285985009|(removed)|365949003|(removed)|false|8
2|209374009|(removed)|296413009|(removed)|false|7
2|403897007|(removed)|279705004|(removed)|false|4
2|213774007|(removed)|1149224003|(removed)|false|7
2|35232005|(removed)|706539002|(removed)|false|10
2|1076731000119106|(removed)|154091000119106|(removed)|false|6
2|414151000119108|(removed)|119216005|(removed)|false|7
2|388689000|(removed)|34582008|(removed)|false|7
2|28738003|(removed)|699879001|(removed)|false|5
2|25602002|(removed)|39270003|(removed)|false|4
2|179855002|(removed)|323531000119107|(removed)|false|6
2|866083008|(removed)|713571008|(removed)|false|5
2|66035003|(removed)|51116004|(removed)|false|8
2|447144001|(removed)|23593005|(removed)|false|10
2|160305008|(removed)|360582007|(removed)|false|5
2|64259001|(removed)|242625003|(removed)|false|7
2|304492001|(removed)|428490009|(removed)|false|5
2|286129009|(removed)|310798000|(removed)|false|7
2|699373005|(removed)|80621003|(removed)|false|4
2|225190004|(removed)|417203001|(removed)|false|2
2|245630006|(removed)|410596003|(removed)|false|11
2|15684201000119104|(removed)|385729007|(removed)|false|6
2|84423002|(removed)|85104009|(removed)|false|5
2|13465008|(removed)|312122008|(removed)|false|7
2|30225003|(removed)|312837005|(removed)|false|7
2|428034005|(removed)|373572006|(removed)|false|5
2|370615008|(removed)|2442008|(removed)|false|3
2|200303005|(removed)|112277009|(removed)|false|7
2|73716000|(removed)|437551000124100|(removed)|false|5
2|470572006|(removed)|214400008|(removed)|false|4
2|24618002|(removed)|1222592004|(removed)|false|9
2|117011000|(removed)|23079006|(removed)|false|7
2|721199003|(removed)|269460009|(removed)|false|5
2|21384003|(removed)|425207000|(removed)|false|6
2|269900004|(removed)|126953009|(removed)|false|3
2|1144368001|(removed)|115148005|(removed)|false|7
2|16662571000119103|(removed)|71503007|(removed)|false|7
2|783818009|(removed)|47570007|(removed)|false|8
2|110278006|(removed)|118413007|(removed)|false|4
2|155338003|(removed)|25569003|(removed)|false|7
2|430538008|(removed)|371087003|(removed)|false|4
2|39127005|(removed)|716918005|(removed)|false|6
2|1149469007|(removed)|1264452004|(removed)|false|5
2|160638007|(removed)|238458007|(removed)|false|6
2|262730004|(removed)|118903006|(removed)|false|5
2|15930501000119103|(removed)|766779001|(removed)|false|7
2|419031005|(removed)|303181000119105|(removed)|false|5
2|701546007|(removed)|245681001|(removed)|false|4
2|10676431000119103|(removed)|275933002|(removed)|false|7
2|79940008|(removed)|239867006|(removed)|false|7
2|65208005|(removed)|126828005|(removed)|false|6
2|323671007|(removed)|182370000|(removed)|false|8
2|320795003|(removed)|371563006|(removed)|false|6
2|405491001|(removed)|440130005|(removed)|false|2
2|173813000|(removed)|36901005|(removed)|false|3
2|64249002|(removed)|738778005|(removed)|false|4
2|273529001|(removed)|1260501006|(removed)|false|3
2|416266002|(removed)|415742001|(removed)|false|10
2|15636251000119104|(removed)|1296859006|(removed)|false|7
2|246769000|(removed)|209049001|(removed)|false|5
2|127075003|(removed)|35214005|(removed)|false|6
2|419958000|(removed)|95999008|(removed)|false|6
2|341491000119105|(removed)|56891007|(removed)|false|6
2|106821000119101|(removed)|92594000|(removed)|false|8
2|373117000|(removed)|33947007|(removed)|false|6
2|895454001|(removed)|126882009|(removed)|false|4
2|288670001|(removed)|56409008|(removed)|false|9
2|133871003|(removed)|102651000|(removed)|false|6
2|719947004|(removed)|384717008|(removed)|false|5
2|421502001|(removed)|9888007|(removed)|false|7
2|263030002|(removed)|232333009|(removed)|false|5
2|76114004|(removed)|246206008|(removed)|false|4
2|10670031000119108|(removed)|35202002|(removed)|false|5
2|1304100004|(removed)|51646002|(removed)|false|7
2|49611000|(removed)|427634008|(removed)|false|9
2|302311000119107|(removed)|769069006|(removed)|false|5
2|296642006|(removed)|119405001|(removed)|false|7
2|109053000|(removed)|1285244000|(removed)|false|6
2|180095003|(removed)|68641000|(removed)|false|7
2|705081005|(removed)|763840007|(removed)|false|5
2|79744009|(removed)|371405004|(removed)|false|5
2|240656001|(removed)|224606009|(removed)|false|6
2|155943001|(removed)|41565005|(removed)|false|9
2|763743003|(removed)|350309002|(removed)|false|5
2|113493006|(removed)|65612005|(removed)|false|6
2|88282000|(removed)|414086009|(removed)|false|4
2|111005008|(removed)|106426008|(removed)|false|4
2|228689006|(removed)|399939002|(removed)|false|5
2|208637008|(removed)|107644003|(removed)|false|8
2|66661000119103|(removed)|159864008|(removed)|false|4
2|777437004|(removed)|782296006|(removed)|false|5
2|15457008|(removed)|239619003|(removed)|false|6
2|767951009|(removed)|22231002|(removed)|false|4
2|83070001|(removed)|44376007|(removed)|false|5
2|202416002|(removed)|771139003|(removed)|false|6
2|876816008|(removed)|414074006|(removed)|false|6
2|46082001|(removed)|780432003|(removed)|false|6
2|58392004|(removed)|449669007|(removed)|false|5
2|284994005|(removed)|279047007|(removed)|false|8
2|290393002|(removed)|235677003|(removed)|false|6
2|120059003|(removed)|226163001|(removed)|false|5
2|728254008|(removed)|67331009|(removed)|false|11
2|33728001|(removed)|126520007|(removed)|false|8
2|15988191000119109|(removed)|145501000119108|(removed)|false|7
2|473449006|(removed)|3918006|(removed)|false|6
2|66407008|(removed)|45352006|(removed)|false|10
2|788632005|(removed)|286211006|(removed)|false|5
2|66078008|(removed)|128524007|(removed)|false|6
2|72592005|(removed)|706230002|(removed)|false|8
2|318100006|(removed)|88878007|(removed)|false|7
2|116602009|(removed)|123536004|(removed)|false|4
2|67358002|(removed)|420961007|(removed)|false|6
2|769270002|(removed)|227650002|(removed)|false|6
2|733229002|(removed)|114263005|(removed)|false|6
2|20413008|(removed)|363228008|(removed)|false|6
2|3163006|(removed)|92030004|(removed)|false|6
2|44892006|(removed)|84796003|(removed)|false|8
2|291871009|(removed)|372617007|(removed)|false|5
2|785619001|(removed)|726352003|(removed)|false|5
2|263436002|(removed)|234217009|(removed)|false|11
2|368670006|(removed)|105995000|(removed)|false|10
2|37073001|(removed)|14789005|(removed)|false|4
2|368569000|(removed)|49298003|(removed)|false|9
2|298029002|(removed)|258174001|(removed)|false|6
2|322231000119104|(removed)|363503004|(removed)|false|5
2|227664002|(removed)|400063003|(removed)|false|6
2|421838003|(removed)|259669000|(removed)|false|7
2|773313002|(removed)|425187008|(removed)|false|5
2|462159005|(removed)|281570002|(removed)|false|4
2|50062004|(removed)|262560006|(removed)|false|5
2|243206003|(removed)|34631000|(removed)|false|6
2|314308004|(removed)|80024007|(removed)|false|7
2|269715009|(removed)|252427007|(removed)|false|7
2|51626007|(removed)|95324001|(removed)|false|4
2|764557007|(removed)|719627005|(removed)|false|11
2|441657002|(removed)|238251003|(removed)|false|6
2|1339073003|(removed)|768248006|(removed)|false|11
2|244813000|(removed)|362969004|(removed)|false|9
2|234001008|(removed)|449652005|(removed)|false|4
2|370920005|(removed)|75679007|(removed)|false|4
2|65852005|(removed)|768626007|(removed)|false|6
2|467300003|(removed)|705546000|(removed)|false|7
2|118533008|(removed)|106544002|(removed)|false|4
2|10930601000119107|(removed)|19830006|(removed)|false|8
2|11792351000119109|(removed)|79433000|(removed)|false|8
2|235522002|(removed)|77873007|(removed)|false|6
2|421087000|(removed)|128131002|(removed)|false|13
